,init_node,term_node,capacity,length,free_flow_time,b,power,speed,critical_speed,lanes
55955,24566,3041,2880,0.165,0.41,0.25,4,24,19.2,2
55956,24566,24553,1705,0.33,0.44,0.25,4,45,36.0,1
55957,24566,24560,1609,0.259,0.44,0.25,4,35,28.0,1
55958,24566,24565,1705,0.1,0.13,0.25,4,45,36.0,1
55959,24567,7594,3600,0.136,0.14,0.25,4,60,48.0,2
55960,24567,24568,3600,0.426,0.43,0.25,4,60,48.0,2
55961,24568,3038,2880,0.057,0.14,0.25,4,24,19.2,2
55962,24568,24567,3600,0.426,0.43,0.25,4,60,48.0,2
55963,24568,24569,3600,0.287,0.29,0.25,4,60,48.0,2
55964,24569,24568,3600,0.287,0.29,0.25,4,60,48.0,2
55965,24569,24570,3600,0.237,0.24,0.25,4,60,48.0,2
55966,24570,7596,3600,0.123,0.12,0.25,4,60,48.0,2
55967,24570,24569,3600,0.237,0.24,0.25,4,60,48.0,2
55968,24571,7596,3600,0.238,0.24,0.25,4,60,48.0,2
55969,24571,7598,3600,0.273,0.27,0.25,4,60,48.0,2
55970,24572,3037,2880,0.284,0.71,0.25,4,24,19.2,2
55971,24572,24573,1609,0.225,0.39,0.25,4,35,28.0,1
55972,24572,24864,1609,0.159,0.27,0.25,4,35,28.0,1
55973,24573,24572,1609,0.225,0.39,0.25,4,35,28.0,1
55974,24573,24574,1609,0.314,0.54,0.25,4,35,28.0,1
55975,24574,7552,1609,0.161,0.28,0.25,4,35,28.0,1
55976,24574,24573,1609,0.314,0.54,0.25,4,35,28.0,1
55977,24575,24578,1742,0.38,0.46,0.25,4,50,40.0,1
55978,24575,28928,1742,0.264,0.32,0.25,4,50,40.0,1
55979,24576,24577,1705,0.692,0.92,0.25,4,45,36.0,1
55980,24576,28928,1705,0.052,0.07,0.25,4,45,36.0,1
55981,24577,7655,1705,0.038,0.05,0.25,4,45,36.0,1
55982,24577,24576,1705,0.692,0.92,0.25,4,45,36.0,1
55983,24578,24575,1742,0.38,0.46,0.25,4,50,40.0,1
55984,24578,24579,1742,0.296,0.36,0.25,4,50,40.0,1
55985,24579,3082,2880,0.315,0.79,0.25,4,24,19.2,2
55986,24579,24578,1742,0.296,0.36,0.25,4,50,40.0,1
55987,24579,24580,1742,0.14,0.17,0.25,4,50,40.0,1
55988,24580,24579,1742,0.14,0.17,0.25,4,50,40.0,1
55989,24580,24584,1742,0.163,0.2,0.25,4,50,40.0,1
55990,24581,7655,1705,0.264,0.35,0.25,4,45,36.0,1
55991,24581,24582,1705,0.042,0.06,0.25,4,45,36.0,1
55992,24582,3082,2880,0.262,0.66,0.25,4,24,19.2,2
55993,24582,24581,1705,0.042,0.06,0.25,4,45,36.0,1
55994,24582,24583,1609,0.104,0.18,0.25,4,35,28.0,1
55995,24582,24595,1705,1.787,2.38,0.25,4,45,36.0,1
55996,24583,28766,1609,0.024,0.04,0.25,4,35,28.0,1
55997,24584,24580,1742,0.163,0.2,0.25,4,50,40.0,1
55998,24584,24585,1742,0.203,0.24,0.25,4,50,40.0,1
55999,24585,24584,1742,0.203,0.24,0.25,4,50,40.0,1
56000,24585,24586,1742,0.397,0.48,0.25,4,50,40.0,1
56001,24586,24585,1742,0.397,0.48,0.25,4,50,40.0,1
56002,24586,24587,1742,0.238,0.29,0.25,4,50,40.0,1
56003,24587,7658,1742,0.652,0.78,0.25,4,50,40.0,1
56004,24587,24586,1742,0.238,0.29,0.25,4,50,40.0,1
56005,24588,24589,1609,0.206,0.35,0.25,4,35,28.0,1
56006,24588,24590,1609,0.294,0.5,0.25,4,35,28.0,1
56007,24589,24588,1609,0.206,0.35,0.25,4,35,28.0,1
56008,24589,24593,1609,0.188,0.32,0.25,4,35,28.0,1
56009,24590,24588,1609,0.294,0.5,0.25,4,35,28.0,1
56010,24590,24591,1609,0.199,0.34,0.25,4,35,28.0,1
56011,24591,24590,1609,0.199,0.34,0.25,4,35,28.0,1
56012,24591,24592,1609,0.041,0.07,0.25,4,35,28.0,1
56013,24592,24591,1609,0.041,0.07,0.25,4,35,28.0,1
56014,24592,24593,1609,0.261,0.45,0.25,4,35,28.0,1
56015,24592,24594,1609,0.34,0.58,0.25,4,35,28.0,1
56016,24593,24589,1609,0.188,0.32,0.25,4,35,28.0,1
56017,24593,24592,1609,0.261,0.45,0.25,4,35,28.0,1
56018,24594,24592,1609,0.34,0.58,0.25,4,35,28.0,1
56019,24594,24595,1609,0.011,0.02,0.25,4,35,28.0,1
56020,24595,24582,1705,1.787,2.38,0.25,4,45,36.0,1
56021,24595,24594,1609,0.011,0.02,0.25,4,35,28.0,1
56022,24595,24596,1705,0.552,0.74,0.25,4,45,36.0,1
56023,24596,24595,1705,0.552,0.74,0.25,4,45,36.0,1
56024,24596,24597,1705,0.36,0.48,0.25,4,45,36.0,1
56025,24597,7659,1705,0.052,0.07,0.25,4,45,36.0,1
56026,24597,24596,1705,0.36,0.48,0.25,4,45,36.0,1
56027,24598,7658,1742,0.075,0.09,0.25,4,50,40.0,1
56028,24598,24603,1742,0.573,0.69,0.25,4,50,40.0,1
56029,24599,7659,1705,0.195,0.26,0.25,4,45,36.0,1
56030,24599,24600,1705,0.323,0.43,0.25,4,45,36.0,1
56031,24600,24599,1705,0.323,0.43,0.25,4,45,36.0,1
56032,24600,24601,1705,0.475,0.63,0.25,4,45,36.0,1
56033,24601,24600,1705,0.475,0.63,0.25,4,45,36.0,1
56034,24601,24615,1705,0.287,0.38,0.25,4,45,36.0,1
56035,24602,24603,1742,0.44,0.53,0.25,4,50,40.0,1
56036,24602,28304,1742,0.317,0.38,0.25,4,50,40.0,1
56037,24603,24598,1742,0.573,0.69,0.25,4,50,40.0,1
56038,24603,24602,1742,0.44,0.53,0.25,4,50,40.0,1
56039,24604,24605,1705,0.202,0.27,0.25,4,45,36.0,1
56040,24604,24616,1705,0.169,0.23,0.25,4,45,36.0,1
56041,24605,24604,1705,0.202,0.27,0.25,4,45,36.0,1
56042,24605,24606,1705,0.04,0.05,0.25,4,45,36.0,1
56043,24606,3085,2880,0.439,1.1,0.25,4,24,19.2,2
56044,24606,24605,1705,0.04,0.05,0.25,4,45,36.0,1
56045,24606,28303,1609,0.397,0.68,0.25,4,35,28.0,1
56046,24606,28306,1705,0.051,0.07,0.25,4,45,36.0,1
56047,24606,32216,1609,0.134,0.23,0.25,4,35,28.0,1
56048,24607,7664,1773,0.15,0.16,0.25,4,55,44.0,1
56049,24607,28313,1773,0.052,0.06,0.25,4,55,44.0,1
56050,24607,32217,1609,0.1,0.17,0.25,4,35,28.0,1
56051,24608,24609,1609,0.338,0.58,0.25,4,35,28.0,1
56052,24608,32216,1609,0.154,0.26,0.25,4,35,28.0,1
56053,24609,24608,1609,0.338,0.58,0.25,4,35,28.0,1
56054,24609,24610,1609,0.272,0.47,0.25,4,35,28.0,1
56055,24610,24609,1609,0.272,0.47,0.25,4,35,28.0,1
56056,24610,24611,1609,0.111,0.19,0.25,4,35,28.0,1
56057,24611,24610,1609,0.111,0.19,0.25,4,35,28.0,1
56058,24611,24612,1609,0.129,0.22,0.25,4,35,28.0,1
56059,24612,24611,1609,0.129,0.22,0.25,4,35,28.0,1
56060,24612,24613,1609,0.153,0.26,0.25,4,35,28.0,1
56061,24613,24612,1609,0.153,0.26,0.25,4,35,28.0,1
56062,24613,24614,1609,0.13,0.22,0.25,4,35,28.0,1
56063,24614,24613,1609,0.13,0.22,0.25,4,35,28.0,1
56064,24614,32217,1609,0.204,0.35,0.25,4,35,28.0,1
56065,24615,24601,1705,0.287,0.38,0.25,4,45,36.0,1
56066,24615,24616,1705,0.284,0.38,0.25,4,45,36.0,1
56067,24616,24604,1705,0.169,0.23,0.25,4,45,36.0,1
56068,24616,24615,1705,0.284,0.38,0.25,4,45,36.0,1
56069,24617,24618,1662,0.207,0.31,0.25,4,40,32.0,1
56070,24617,28308,1662,0.214,0.32,0.25,4,40,32.0,1
56071,24618,24617,1662,0.207,0.31,0.25,4,40,32.0,1
56072,24618,24619,1662,0.156,0.23,0.25,4,40,32.0,1
56073,24619,3084,2880,0.366,0.92,0.25,4,24,19.2,2
56074,24619,24618,1662,0.156,0.23,0.25,4,40,32.0,1
56075,24619,24620,1662,0.18,0.27,0.25,4,40,32.0,1
56076,24620,24619,1662,0.18,0.27,0.25,4,40,32.0,1
56077,24620,24621,1662,0.218,0.33,0.25,4,40,32.0,1
56078,24621,24620,1662,0.218,0.33,0.25,4,40,32.0,1
56079,24621,24622,1662,0.223,0.33,0.25,4,40,32.0,1
56080,24622,24621,1662,0.223,0.33,0.25,4,40,32.0,1
56081,24622,24623,1662,0.073,0.11,0.25,4,40,32.0,1
56082,24623,24622,1662,0.073,0.11,0.25,4,40,32.0,1
56083,24623,24624,1662,0.123,0.18,0.25,4,40,32.0,1
56084,24624,24623,1662,0.123,0.18,0.25,4,40,32.0,1
56085,24624,24625,1662,0.092,0.14,0.25,4,40,32.0,1
56086,24625,24624,1662,0.092,0.14,0.25,4,40,32.0,1
56087,24625,24630,1662,0.187,0.28,0.25,4,40,32.0,1
56088,24626,24629,1662,0.454,0.68,0.25,4,40,32.0,1
56089,24626,24642,1662,0.434,0.65,0.25,4,40,32.0,1
56090,24627,7627,1662,0.137,0.21,0.25,4,40,32.0,1
56091,24627,24629,1662,0.176,0.26,0.25,4,40,32.0,1
56092,24628,7627,1662,0.204,0.31,0.25,4,40,32.0,1
56093,24628,24630,1662,0.288,0.43,0.25,4,40,32.0,1
56094,24629,24626,1662,0.454,0.68,0.25,4,40,32.0,1
56095,24629,24627,1662,0.176,0.26,0.25,4,40,32.0,1
56096,24630,24625,1662,0.187,0.28,0.25,4,40,32.0,1
56097,24630,24628,1662,0.288,0.43,0.25,4,40,32.0,1
56098,24631,7628,1662,0.123,0.18,0.25,4,40,32.0,1
56099,24631,24643,1662,0.223,0.33,0.25,4,40,32.0,1
56100,24632,7628,1705,0.024,0.03,0.25,4,45,36.0,1
56101,24632,24635,1705,0.148,0.2,0.25,4,45,36.0,1
56102,24633,7628,1705,0.028,0.04,0.25,4,45,36.0,1
56103,24633,24634,1705,0.191,0.25,0.25,4,45,36.0,1
56104,24634,24633,1705,0.191,0.25,0.25,4,45,36.0,1
56105,24634,24641,1705,0.259,0.35,0.25,4,45,36.0,1
56106,24635,24632,1705,0.148,0.2,0.25,4,45,36.0,1
56107,24635,28326,1705,0.054,0.07,0.25,4,45,36.0,1
56108,24636,7642,1705,0.08,0.11,0.25,4,45,36.0,1
56109,24636,28326,1705,0.203,0.27,0.25,4,45,36.0,1
56110,24637,7642,1705,0.191,0.25,0.25,4,45,36.0,1
56111,24637,24638,1705,0.38,0.51,0.25,4,45,36.0,1
56112,24638,24637,1705,0.38,0.51,0.25,4,45,36.0,1
56113,24638,24639,1705,0.131,0.17,0.25,4,45,36.0,1
56114,24639,24638,1705,0.131,0.17,0.25,4,45,36.0,1
56115,24639,28320,1705,0.139,0.19,0.25,4,45,36.0,1
56116,24640,24641,1705,0.368,0.49,0.25,4,45,36.0,1
56117,24640,24644,1705,0.179,0.24,0.25,4,45,36.0,1
56118,24641,24634,1705,0.259,0.35,0.25,4,45,36.0,1
56119,24641,24640,1705,0.368,0.49,0.25,4,45,36.0,1
56120,24642,24626,1662,0.434,0.65,0.25,4,40,32.0,1
56121,24642,24643,1662,0.08,0.12,0.25,4,40,32.0,1
56122,24643,24631,1662,0.223,0.33,0.25,4,40,32.0,1
56123,24643,24642,1662,0.08,0.12,0.25,4,40,32.0,1
56124,24644,24640,1705,0.179,0.24,0.25,4,45,36.0,1
56125,24644,24645,1705,0.375,0.5,0.25,4,45,36.0,1
56126,24645,24644,1705,0.375,0.5,0.25,4,45,36.0,1
56127,24645,24646,1705,0.249,0.33,0.25,4,45,36.0,1
56128,24646,24645,1705,0.249,0.33,0.25,4,45,36.0,1
56129,24646,24647,1705,0.251,0.33,0.25,4,45,36.0,1
56130,24647,24646,1705,0.251,0.33,0.25,4,45,36.0,1
56131,24647,24648,1705,0.406,0.54,0.25,4,45,36.0,1
56132,24648,24647,1705,0.406,0.54,0.25,4,45,36.0,1
56133,24648,24649,1705,0.233,0.31,0.25,4,45,36.0,1
56134,24649,24648,1705,0.233,0.31,0.25,4,45,36.0,1
56135,24649,24650,1705,0.158,0.21,0.25,4,45,36.0,1
56136,24650,24649,1705,0.158,0.21,0.25,4,45,36.0,1
56137,24650,24669,1705,0.039,0.05,0.25,4,45,36.0,1
56138,24651,24665,1609,0.277,0.47,0.25,4,35,28.0,1
56139,24651,24669,1609,0.212,0.36,0.25,4,35,28.0,1
56140,24652,7629,1705,0.062,0.08,0.25,4,45,36.0,1
56141,24652,24663,1609,0.084,0.14,0.25,4,35,28.0,1
56142,24652,24664,1705,0.096,0.13,0.25,4,45,36.0,1
56143,24653,24654,1609,0.05,0.09,0.25,4,35,28.0,1
56144,24653,24661,1609,0.092,0.16,0.25,4,35,28.0,1
56145,24653,24672,1609,1.463,2.51,0.25,4,35,28.0,1
56146,24654,24653,1609,0.05,0.09,0.25,4,35,28.0,1
56147,24654,24655,1609,0.077,0.13,0.25,4,35,28.0,1
56148,24654,24658,1609,0.122,0.21,0.25,4,35,28.0,1
56149,24655,7620,1609,0.084,0.14,0.25,4,35,28.0,1
56150,24655,24654,1609,0.077,0.13,0.25,4,35,28.0,1
56151,24655,24659,1609,0.198,0.34,0.25,4,35,28.0,1
56152,24656,24657,1609,0.236,0.4,0.25,4,35,28.0,1
56153,24656,24659,1609,0.182,0.31,0.25,4,35,28.0,1
56154,24657,24656,1609,0.236,0.4,0.25,4,35,28.0,1
56155,24657,24658,1609,0.172,0.29,0.25,4,35,28.0,1
56156,24658,24654,1609,0.122,0.21,0.25,4,35,28.0,1
56157,24658,24657,1609,0.172,0.29,0.25,4,35,28.0,1
56158,24659,24655,1609,0.198,0.34,0.25,4,35,28.0,1
56159,24659,24656,1609,0.182,0.31,0.25,4,35,28.0,1
56160,24660,7620,1705,0.054,0.07,0.25,4,45,36.0,1
56161,24660,24662,1705,0.246,0.33,0.25,4,45,36.0,1
56162,24661,24653,1609,0.092,0.16,0.25,4,35,28.0,1
56163,24661,24663,1609,0.364,0.62,0.25,4,35,28.0,1
56164,24662,7629,1705,0.24,0.32,0.25,4,45,36.0,1
56165,24662,24660,1705,0.246,0.33,0.25,4,45,36.0,1
56166,24663,24652,1609,0.084,0.14,0.25,4,35,28.0,1
56167,24663,24661,1609,0.364,0.62,0.25,4,35,28.0,1
56168,24664,3089,2880,0.356,0.89,0.25,4,24,19.2,2
56169,24664,24652,1705,0.096,0.13,0.25,4,45,36.0,1
56170,24664,24666,1705,0.424,0.57,0.25,4,45,36.0,1
56171,24665,7629,1609,0.101,0.17,0.25,4,35,28.0,1
56172,24665,24651,1609,0.277,0.47,0.25,4,35,28.0,1
56173,24666,24664,1705,0.424,0.57,0.25,4,45,36.0,1
56174,24666,24667,1705,0.351,0.47,0.25,4,45,36.0,1
56175,24667,24666,1705,0.351,0.47,0.25,4,45,36.0,1
56176,24667,24668,1705,0.247,0.33,0.25,4,45,36.0,1
56177,24668,24667,1705,0.247,0.33,0.25,4,45,36.0,1
56178,24668,28336,1705,0.219,0.29,0.25,4,45,36.0,1
56179,24669,3088,2880,0.235,0.59,0.25,4,24,19.2,2
56180,24669,24650,1705,0.039,0.05,0.25,4,45,36.0,1
56181,24669,24651,1609,0.212,0.36,0.25,4,35,28.0,1
56182,24669,24670,1705,1.192,1.59,0.25,4,45,36.0,1
56183,24670,7620,1705,0.162,0.22,0.25,4,45,36.0,1
56184,24670,24669,1705,1.192,1.59,0.25,4,45,36.0,1
56185,24670,29488,1705,1.661,2.21,0.25,4,45,36.0,1
56186,24671,7619,1609,0.233,0.4,0.25,4,35,28.0,1
56187,24671,24672,1609,0.089,0.15,0.25,4,35,28.0,1
56188,24672,3091,2880,0.332,0.83,0.25,4,24,19.2,2
56189,24672,24653,1609,1.463,2.51,0.25,4,35,28.0,1
56190,24672,24671,1609,0.089,0.15,0.25,4,35,28.0,1
56191,24672,24687,1609,0.071,0.12,0.25,4,35,28.0,1
56192,24673,7634,1800,0.054,0.05,0.25,4,60,48.0,1
56193,24673,32214,1800,0.14,0.14,0.25,4,60,48.0,1
56194,24674,24678,1800,0.359,0.36,0.25,4,60,48.0,1
56195,24674,32214,1800,0.135,0.14,0.25,4,60,48.0,1
56196,24675,24676,1609,0.178,0.31,0.25,4,35,28.0,1
56197,24675,24687,1609,0.236,0.4,0.25,4,35,28.0,1
56198,24676,24675,1609,0.178,0.31,0.25,4,35,28.0,1
56199,24676,24677,1609,0.145,0.25,0.25,4,35,28.0,1
56200,24677,7654,1800,0.547,0.55,0.25,4,60,48.0,1
56201,24677,24676,1609,0.145,0.25,0.25,4,35,28.0,1
56202,24677,24678,1800,0.076,0.08,0.25,4,60,48.0,1
56203,24678,24674,1800,0.359,0.36,0.25,4,60,48.0,1
56204,24678,24677,1800,0.076,0.08,0.25,4,60,48.0,1
56205,24679,7618,1705,0.254,0.34,0.25,4,45,36.0,1
56206,24679,24680,1705,0.183,0.24,0.25,4,45,36.0,1
56207,24680,24679,1705,0.183,0.24,0.25,4,45,36.0,1
56208,24680,24681,1705,0.291,0.39,0.25,4,45,36.0,1
56209,24681,24680,1705,0.291,0.39,0.25,4,45,36.0,1
56210,24681,29020,1705,0.098,0.13,0.25,4,45,36.0,1
56211,24682,7624,1705,0.065,0.09,0.25,4,45,36.0,1
56212,24682,29020,1705,0.207,0.28,0.25,4,45,36.0,1
56213,24683,7624,3600,0.212,0.21,0.25,4,60,48.0,2
56214,24683,32205,3600,0.091,0.09,0.25,4,60,48.0,2
56215,24684,7625,3600,0.075,0.08,0.25,4,60,48.0,2
56216,24684,32205,3600,0.112,0.11,0.25,4,60,48.0,2
56217,24685,7625,1705,0.031,0.04,0.25,4,45,36.0,1
56218,24685,24686,1705,0.242,0.32,0.25,4,45,36.0,1
56219,24686,7618,1705,0.282,0.38,0.25,4,45,36.0,1
56220,24686,24685,1705,0.242,0.32,0.25,4,45,36.0,1
56221,24687,24672,1609,0.071,0.12,0.25,4,35,28.0,1
56222,24687,24675,1609,0.236,0.4,0.25,4,35,28.0,1
56223,24688,3094,2880,0.489,1.22,0.25,4,24,19.2,2
56224,24688,7555,1773,0.294,0.32,0.25,4,55,44.0,1
56225,24688,24689,1773,0.278,0.3,0.25,4,55,44.0,1
56226,24689,24688,1773,0.278,0.3,0.25,4,55,44.0,1
56227,24689,24690,1773,0.293,0.32,0.25,4,55,44.0,1
56228,24690,8879,1773,0.022,0.02,0.25,4,55,44.0,1
56229,24690,24689,1773,0.293,0.32,0.25,4,55,44.0,1
56230,24691,8879,1773,0.07,0.08,0.25,4,55,44.0,1
56231,24691,24692,1773,0.224,0.24,0.25,4,55,44.0,1
56232,24692,24691,1773,0.224,0.24,0.25,4,55,44.0,1
56233,24692,24746,1773,0.173,0.19,0.25,4,55,44.0,1
56234,24693,7624,3600,0.364,0.36,0.25,4,60,48.0,2
56235,24693,7626,3600,0.068,0.07,0.25,4,60,48.0,2
56236,24694,24695,1800,0.245,0.25,0.25,4,60,48.0,1
56237,24694,24712,1800,0.444,0.44,0.25,4,60,48.0,1
56238,24695,7533,1800,0.256,0.26,0.25,4,60,48.0,1
56239,24695,24694,1800,0.245,0.25,0.25,4,60,48.0,1
56240,24696,7533,1773,0.049,0.05,0.25,4,55,44.0,1
56241,24696,24697,1773,0.189,0.21,0.25,4,55,44.0,1
56242,24697,24696,1773,0.189,0.21,0.25,4,55,44.0,1
56243,24697,24698,1773,0.396,0.43,0.25,4,55,44.0,1
56244,24698,24697,1773,0.396,0.43,0.25,4,55,44.0,1
56245,24698,24705,1773,0.208,0.23,0.25,4,55,44.0,1
56246,24699,24700,1609,0.523,0.9,0.25,4,35,28.0,1
56247,24699,24703,1609,0.293,0.5,0.25,4,35,28.0,1
56248,24700,24699,1609,0.523,0.9,0.25,4,35,28.0,1
56249,24700,24701,1609,0.183,0.31,0.25,4,35,28.0,1
56250,24701,24700,1609,0.183,0.31,0.25,4,35,28.0,1
56251,24701,24702,1609,0.115,0.2,0.25,4,35,28.0,1
56252,24702,24701,1609,0.115,0.2,0.25,4,35,28.0,1
56253,24702,24704,1705,0.194,0.26,0.25,4,45,36.0,1
56254,24702,29021,1705,0.158,0.21,0.25,4,45,36.0,1
56255,24703,24699,1609,0.293,0.5,0.25,4,35,28.0,1
56256,24703,24704,1609,0.082,0.14,0.25,4,35,28.0,1
56257,24704,8816,1705,0.469,0.63,0.25,4,45,36.0,1
56258,24704,24702,1705,0.194,0.26,0.25,4,45,36.0,1
56259,24704,24703,1609,0.082,0.14,0.25,4,35,28.0,1
56260,24705,3092,2880,0.368,0.92,0.25,4,24,19.2,2
56261,24705,24698,1773,0.208,0.23,0.25,4,55,44.0,1
56262,24705,24706,1773,0.286,0.31,0.25,4,55,44.0,1
56263,24706,24705,1773,0.286,0.31,0.25,4,55,44.0,1
56264,24706,24707,1773,0.229,0.25,0.25,4,55,44.0,1
56265,24707,8876,1773,0.307,0.33,0.25,4,55,44.0,1
56266,24707,24706,1773,0.229,0.25,0.25,4,55,44.0,1
56267,24708,8876,1773,0.201,0.22,0.25,4,55,44.0,1
56268,24708,24709,1773,0.193,0.21,0.25,4,55,44.0,1
56269,24709,8877,1773,0.03,0.03,0.25,4,55,44.0,1
56270,24709,24708,1773,0.193,0.21,0.25,4,55,44.0,1
56271,24710,8877,1773,0.064,0.07,0.25,4,55,44.0,1
56272,24710,24711,1773,0.159,0.17,0.25,4,55,44.0,1
56273,24711,7555,1773,0.185,0.2,0.25,4,55,44.0,1
56274,24711,24710,1773,0.159,0.17,0.25,4,55,44.0,1
56275,24712,24694,1800,0.444,0.44,0.25,4,60,48.0,1
56276,24712,24713,1800,0.267,0.27,0.25,4,60,48.0,1
56277,24713,24712,1800,0.267,0.27,0.25,4,60,48.0,1
56278,24713,24714,1800,0.206,0.21,0.25,4,60,48.0,1
56279,24714,3092,2880,0.266,0.67,0.25,4,24,19.2,2
56280,24714,24713,1800,0.206,0.21,0.25,4,60,48.0,1
56281,24714,24715,1800,0.15,0.15,0.25,4,60,48.0,1
56282,24715,24714,1800,0.15,0.15,0.25,4,60,48.0,1
56283,24715,24716,1800,0.16,0.16,0.25,4,60,48.0,1
56284,24716,24715,1800,0.16,0.16,0.25,4,60,48.0,1
56285,24716,24717,1800,0.285,0.29,0.25,4,60,48.0,1
56286,24717,24716,1800,0.285,0.29,0.25,4,60,48.0,1
56287,24717,24718,1800,0.31,0.31,0.25,4,60,48.0,1
56288,24718,24717,1800,0.31,0.31,0.25,4,60,48.0,1
56289,24718,24719,1800,0.362,0.36,0.25,4,60,48.0,1
56290,24719,7355,1800,2.434,2.43,0.25,4,60,48.0,1
56291,24719,24718,1800,0.362,0.36,0.25,4,60,48.0,1
56292,24720,3097,2880,0.137,0.34,0.25,4,24,19.2,2
56293,24720,7597,1609,0.485,0.83,0.25,4,35,28.0,1
56294,24720,7604,1609,0.221,0.38,0.25,4,35,28.0,1
56295,24721,7604,3600,0.153,0.15,0.25,4,60,48.0,2
56296,24721,24733,3600,0.069,0.07,0.25,4,60,48.0,2
56297,24722,7604,1543,0.059,0.12,0.25,4,30,24.0,1
56298,24722,24728,1543,0.502,1.0,0.25,4,30,24.0,1
56299,24723,7604,3600,0.061,0.06,0.25,4,60,48.0,2
56300,24723,24724,3600,0.316,0.32,0.25,4,60,48.0,2
56301,24724,8886,3600,0.052,0.05,0.25,4,60,48.0,2
56302,24724,24723,3600,0.316,0.32,0.25,4,60,48.0,2
56303,24725,8886,3600,0.027,0.03,0.25,4,60,48.0,2
56304,24725,24726,1543,0.167,0.33,0.25,4,30,24.0,1
56305,24725,24729,3600,0.311,0.31,0.25,4,60,48.0,2
56306,24726,24725,1543,0.167,0.33,0.25,4,30,24.0,1
56307,24726,24727,1543,0.279,0.56,0.25,4,30,24.0,1
56308,24727,24726,1543,0.279,0.56,0.25,4,30,24.0,1
56309,24727,29505,1543,0.22,0.44,0.25,4,30,24.0,1
56310,24728,24722,1543,0.502,1.0,0.25,4,30,24.0,1
56311,24728,29505,1543,0.222,0.44,0.25,4,30,24.0,1
56312,24729,7616,3600,0.061,0.06,0.25,4,60,48.0,2
56313,24729,24725,3600,0.311,0.31,0.25,4,60,48.0,2
56314,24730,7616,3600,0.262,0.26,0.25,4,60,48.0,2
56315,24730,7626,3600,0.417,0.42,0.25,4,60,48.0,2
56316,24731,7600,1773,0.253,0.28,0.25,4,55,44.0,1
56317,24731,8884,1773,0.042,0.05,0.25,4,55,44.0,1
56318,24731,24732,1543,0.18,0.36,0.25,4,30,24.0,1
56319,24732,24731,1543,0.18,0.36,0.25,4,30,24.0,1
56320,24732,24733,1543,0.109,0.22,0.25,4,30,24.0,1
56321,24733,24721,3600,0.069,0.07,0.25,4,60,48.0,2
56322,24733,24732,1543,0.109,0.22,0.25,4,30,24.0,1
56323,24733,24745,3600,0.168,0.17,0.25,4,60,48.0,2
56324,24734,24735,1609,0.081,0.14,0.25,4,35,28.0,1
56325,24734,24740,1609,0.595,1.02,0.25,4,35,28.0,1
56326,24734,24754,1543,0.293,0.59,0.25,4,30,24.0,1
56327,24735,24734,1609,0.081,0.14,0.25,4,35,28.0,1
56328,24735,29506,1609,0.141,0.24,0.25,4,35,28.0,1
56329,24736,24737,1609,0.34,0.58,0.25,4,35,28.0,1
56330,24736,29506,1609,0.058,0.1,0.25,4,35,28.0,1
56331,24737,24736,1609,0.34,0.58,0.25,4,35,28.0,1
56332,24737,29015,1609,0.165,0.28,0.25,4,35,28.0,1
56333,24738,24739,1609,0.114,0.2,0.25,4,35,28.0,1
56334,24738,24741,1609,0.029,0.05,0.25,4,35,28.0,1
56335,24738,29015,1609,0.031,0.05,0.25,4,35,28.0,1
56336,24739,24738,1609,0.114,0.2,0.25,4,35,28.0,1
56337,24739,24740,1609,0.112,0.19,0.25,4,35,28.0,1
56338,24740,8884,1609,0.09,0.15,0.25,4,35,28.0,1
56339,24740,24734,1609,0.595,1.02,0.25,4,35,28.0,1
56340,24740,24739,1609,0.112,0.19,0.25,4,35,28.0,1
56341,24741,24738,1609,0.029,0.05,0.25,4,35,28.0,1
56342,24741,24742,1609,0.067,0.11,0.25,4,35,28.0,1
56343,24742,3099,2880,0.139,0.35,0.25,4,24,19.2,2
56344,24742,24741,1609,0.067,0.11,0.25,4,35,28.0,1
56345,24742,24743,1609,0.22,0.38,0.25,4,35,28.0,1
56346,24743,7600,3600,0.038,0.04,0.25,4,60,48.0,2
56347,24743,24742,1609,0.22,0.38,0.25,4,35,28.0,1
56348,24743,24744,3600,0.028,0.03,0.25,4,60,48.0,2
56349,24744,7599,3600,0.131,0.13,0.25,4,60,48.0,2
56350,24744,24743,3600,0.028,0.03,0.25,4,60,48.0,2
56351,24745,7600,3600,0.05,0.05,0.25,4,60,48.0,2
56352,24745,24733,3600,0.168,0.17,0.25,4,60,48.0,2
56353,24746,8880,1773,0.054,0.06,0.25,4,55,44.0,1
56354,24746,24692,1773,0.173,0.19,0.25,4,55,44.0,1
56355,24747,7597,1773,0.165,0.18,0.25,4,55,44.0,1
56356,24747,8880,1773,0.048,0.05,0.25,4,55,44.0,1
56357,24748,7581,1823,0.401,0.37,0.25,4,65,52.0,1
56358,24748,24749,1823,0.212,0.2,0.25,4,65,52.0,1
56359,24749,7599,3647,0.198,0.18,0.25,4,65,52.0,2
56360,24749,24748,1823,0.212,0.2,0.25,4,65,52.0,1
56361,24750,8885,3600,0.061,0.06,0.25,4,60,48.0,2
56362,24750,24751,3600,0.174,0.17,0.25,4,60,48.0,2
56363,24751,24750,3600,0.174,0.17,0.25,4,60,48.0,2
56364,24751,24752,3600,0.326,0.33,0.25,4,60,48.0,2
